agent_type,training_seed,training_env_seed,evaluation_seed,raw_pnl,full_objective,spread_revenue,adverse_selection_loss,running_penalty,terminal_penalty,mean_abs_inventory,max_abs_inventory,mean_signed_inventory,terminal_signed_inventory,terminal_abs_inventory,fills,bid_action_mean,ask_action_mean,bid_action_std,ask_action_std,mean_quoted_spread,episode_length,reward_reconciliation_error,path_pairing_status,model_path,total_training_timesteps,recurrent_state_reset_verified,return_on_turnover_pct,raw_pnl_loss,full_objective_loss,turnover,checkpoint_selection,loaded_model_path,best_validation_timestep,best_validation_mean_objective,selected_checkpoint_timestep,selected_validation_mean,selected_validation_std,validation_seed_count
oracle,,,160100,142.1007706840344,141.59860568403437,66.25053852715426,17.300275451258074,0.33316499999999466,0.169,5.035,13.0,4.568,13.0,13.0,71.0,-0.32813358776774476,-0.371797724734574,0.16833099165543283,0.14287701810157033,1.995679186466997,4000,5.115907697472721e-13,exogenous_paired_fills_not_claimed_paired,,,,2.001419305408935,False,False,7100.0,analytic,,,,,,,
oracle,,,160101,41.77520659678805,41.621011596788044,53.60616009496926,12.501493046240961,0.14519500000000848,0.009000000000000001,3.397,8.0,3.397,3.0,3.0,63.0,-0.372870924524527,-0.4098221689096681,0.16686941010142006,0.16035006797715565,1.8686351577714118,4000,5.400124791776761e-13,exogenous_paired_fills_not_claimed_paired,,,,0.6630985174093342,False,False,6300.0,analytic,,,,,,,
oracle,,,160102,14.497534212554996,14.43927171255499,65.03270173309474,26.606036644979202,0.05726250000000599,0.001,2.05075,6.0,0.62825,1.0,1.0,57.0,-0.2408378105505049,-0.253127330129689,0.060414164651194674,0.05736769444400942,2.3118489443994465,4000,4.4586556668946287e-13,exogenous_paired_fills_not_claimed_paired,,,,0.25434270548342097,False,False,5700.0,analytic,,,,,,,
oracle,,,160103,48.184372900817834,48.06370290081784,62.21827625024634,21.691858351732506,0.11166999999999525,0.009000000000000001,2.838,7.0,-2.742,3.0,3.0,61.0,-0.3325716711190697,-0.298578086496382,0.14501803549816186,0.1347351294326735,2.1012627751039643,4000,7.602807272633072e-13,exogenous_paired_fills_not_claimed_paired,,,,0.7899077524724235,False,False,6100.0,analytic,,,,,,,
oracle,,,160104,-15.545994878203487,-16.104652378203486,48.41811947734811,15.09032214593613,0.4776574999999993,0.081,6.19475,12.0,6.19325,9.0,9.0,51.0,-0.3079148339041288,-0.370130345166314,0.1508209635501558,0.1524213545684692,2.0292756428560077,4000,8.064660050877137e-13,exogenous_paired_fills_not_claimed_paired,,,,-0.30482342898438214,True,True,5100.0,analytic,,,,,,,
oracle,,,160105,-22.280745574677496,-22.372565574677495,54.91652765313244,19.101355874827526,0.08281999999999973,0.009000000000000001,2.137,7.0,1.167,3.0,3.0,53.0,-0.2701197271595183,-0.2797614479425064,0.10608063389335703,0.10503703625493395,2.2260146595200805,4000,3.197442310920451e-14,exogenous_paired_fills_not_claimed_paired,,,,-0.42039142593731127,True,True,5300.0,analytic,,,,,,,
oracle,,,160106,39.00714246138614,38.90335246138614,67.26848017500033,22.389722621481493,0.08779000000000081,0.016,2.194,7.0,-1.594,-4.0,4.0,70.0,-0.30848252598262815,-0.2988007911638116,0.12802587257556292,0.1351167133022609,2.1378991151351494,4000,3.979039320256561e-13,exogenous_paired_fills_not_claimed_paired,,,,0.5572448923055162,False,False,7000.0,analytic,,,,,,,
oracle,,,160107,69.07913625041124,68.49480125041126,68.63798960900078,16.521171955881083,0.3883349999999895,0.196,5.2265,14.0,-4.985,-14.0,14.0,76.0,-0.3886358429126138,-0.3443293807492867,0.16049655558734993,0.16098040291982474,1.9449702588674351,4000,3.979039320256561e-13,exogenous_paired_fills_not_claimed_paired,,,,0.9089360032948848,False,False,7600.0,analytic,,,,,,,
oracle,,,160108,55.65419455373484,55.475079553734844,65.11586039851225,9.319667667797809,0.16311499999999862,0.016,3.4515,9.0,-1.1075,-4.0,4.0,84.0,-0.4359570967068155,-0.42148661727685344,0.16444665029198807,0.16035072178329496,1.75388871472523,4000,1.7763568394002505e-13,exogenous_paired_fills_not_claimed_paired,,,,0.66254993516351,False,False,8400.0,analytic,,,,,,,
oracle,,,160109,31.015451258631686,30.90880375863169,45.58584649319054,21.312512655530416,0.08164749999999665,0.025,2.30075,5.0,2.06825,5.0,5.0,39.0,-0.22643616250981768,-0.24730559704557772,0.011438522436097455,0.011865740109590303,2.342892981671379,4000,7.354117315117037e-13,exogenous_paired_fills_not_claimed_paired,,,,0.795267980990556,False,False,3900.0,analytic,,,,,,,
oracle,,,160110,26.263117029302293,25.861697029302295,53.343156324755086,9.255547465341524,0.3014199999999958,0.1,4.746,10.0,4.746,10.0,10.0,66.0,-0.3844347968213385,-0.4277612893982213,0.16037037903142315,0.16565711737134917,1.8233463901805507,4000,1.9184653865522705e-13,exogenous_paired_fills_not_claimed_paired,,,,0.39792601559548935,False,False,6600.0,analytic,,,,,,,
oracle,,,160111,20.308933891125662,19.805693891125674,59.853990501240816,13.149663705245509,0.422239999999989,0.081,5.984,11.0,-5.772,-9.0,9.0,69.0,-0.3651500829620869,-0.3055947538661528,0.14413398742402997,0.156354419392173,2.040482082336442,4000,4.725109192804666e-13,exogenous_paired_fills_not_claimed_paired,,,,0.29433237523370526,False,False,6900.0,analytic,,,,,,,
oracle,,,160112,23.160197924759586,23.077372924759587,56.06707972333541,19.18512008309594,0.05782500000000165,0.025,1.8825,6.0,-0.631,5.0,5.0,57.0,-0.32235084007264697,-0.31137118567476035,0.1441200513879659,0.1369757458121978,2.0973141976000815,4000,3.197442310920451e-14,exogenous_paired_fills_not_claimed_paired,,,,0.4063192618378875,False,False,5700.0,analytic,,,,,,,
